50_word_description,S3_URL
"purple lingerie, lace, brassiere, panties, sitting, black leather sofa, relaxed pose, seductive, bracelets, accessories, long hair, discreet atmosphere, intimate, dimly lit, evening setting, poised, elegant, leg crossed, arm resting, subtle expression, smooth skin, high waist, flattering fit, detailed embroidery, feminine, confident, alluring, stylish, seated, black backdrop, softly toned, jewel embellishments, decorative, closeness, chic, adult, mature, appealing, furrowed lines, crafted design, sensual ambiance, posture, around wrist, polished nails, sophisticated, sheer detailing, quiet space",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium17.jpg
"black lingerie, sheer fabric, lace details, lace stockings, indoors, elegant room, luxurious setting, chandelier, dark hair, long hair, revealing outfit, standing, posed, decor, wallpaper, sensual pose, black, ornate details, elegant atmosphere, fashion, model, thigh-high stockings, design, feminine, intricate, pattern, embroidery, sheer material, back exposed, room, dimly lit, gold accents, decor, intimate, provocative, aesthetic, mirror reflection, gentle lighting, sitting area, armchair, posture, surrounding, soft lighting, subtle colors, sitting area",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium19.jpg
"corset, red, lace-up, straps, bedroom, lingerie, standing, posing, elegant, seductive, undergarment, luxurious, bold, intimate, woman, black hair, curled, alluring, sensual, photo, indoors, model, bedding, furniture, home, bedroom, cushions, sheets, light, relaxed, calm, modern, hotel, room, photo, expression, glamour, nighttime, feminine, cozy, soft lighting, composed, shot, style, aesthetics, indoor, fashion, confident, textile, bedroom",https://futraichat.s3.ap-south-1.amazonaws.com/33334875160549198f36841f3285d2e2.jpg
"Mallika, black, lace, bodysuit, sequins, intricate, design, sexy, sensual, posing, lingerie, bed, relaxed, confident, alluring, long hair, hands on chest, seductive, luxurious, bedroom, setting, evening, atmosphere, intimate, glamorous, fashion, dark, dramatic, sultry, expression, red lipstick, nail polish, calm, cozy, comfortable, elegant, feminine, mysterious, sophisticated, tempting, captivating, mesmerizing, seductive, ambiance, stylish, dark, bedding, satin, sheets",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_PV_7.mp4
"red, lace, lingerie, bra, panties, lying, bed, relaxed, seductive, intimate, sensual, pose, confident, comfortable, alluring, hair, long, cascading, hand, head, pillow, sheets, curves, feminine, private, environment, indoor, calm, at-ease, appealing, luxurious, elegant, skin, smooth, bedroom, inviting, soft, lighting, setting, atmosphere, nuanced, gentle, repose, tranquil, layered, composition, intense, mysterious",https://futraichat.s3.ap-south-1.amazonaws.com/Copyof0c78451528f946b0866185b6c4adf12c.jpg
"black leather, top, pants, wearing, indoors, room, mirror, selfie, holding phone, standing, long hair, curls, behind, furniture, chair, bed, blanket, curtain, wall, portrait, art, decor, bracelet, wrist, small accessory, apparel, fashion, shiny, tight, form-fitting, style, evening wear, modern, luxurious, elegant, chic, glamour, cozy, poised, relaxed, confident, casual, personal space, interior design, centered, fitted garment, world outside, timeless tones",https://futraichat.s3.ap-south-1.amazonaws.com/Mallika_leather.jpg
"swimsuit, bikini, pool, water, swimwear, shiny, metallic, top, wet skin, shoulders, indoor, swim area, leisure, swimsuit strap, cleavage, swimming pool, fit, healthy, brunette hair, aquatic setting, posing, relaxed posture, model, summer, embrace, sparkle, reflection, aquatic, heightened, exposure, artificial light, allure, glossy, recreational, tranquil, chlorine, sensual, exercising, enticing, bold, vibrant, contemporary, motionless, striking, confident, curved body, magnified, sport activity, recreation, leisure, lifestyle",https://futraichat.s3.ap-south-1.amazonaws.com/5c9e89ba4e6e447e81172d0389de9b15.jpg
"black bikini, poolside, night setting, shiny material, wet skin, reflective water, outdoor, summer night, relaxed posture, laid back, leaning back, shiny hair, pool, night, water reflection, lounge chair, subtle sparkle, minimal light, swimming pool, dark surroundings, leisure, relaxation, nighttime, seductive image, vacation, model pose, swimwear, soaking wet, photography, posed shot, water ripples, shiny surface, dim background, calm atmosphere, swim attire, evening, stretched legs, seated, leisure activity, resting, outdoor setting, glamorous, model, attractive, sensual, repose, dimly lit, stylish, body, symmetry",https://futraichat.s3.ap-south-1.amazonaws.com/ef9262632c53468f8e29e6969c144909.jpg
"red, lace, lingerie, bra, panties, bedroom, indoor, casual, relaxed, sultry, intimate, seductive, posing, leaning, bedpost, long hair, brown hair, curled hair, exposed skin, toned body, fit, shapely, natural lighting, warm tones, soft shadows, wood, decorative, bedroom decor, feminine, alluring, confident, composed, sensual, smooth, curves, minimal clothing, elegance, grace, alluring, night, intimate setting, tender, inviting, peaceful, ambient, quiet, moody, serene",https://futraichat.s3.ap-south-1.amazonaws.com/f44754d7f308426ea2d95d2c80456ba2.jpg
"Mallika, wearing, black, leather, corset, lingerie, sexy, alluring, seductive, long, wavy, dark, hair, standing, against, wall, holding, chains, dimly, lit, room, high, heels, confident, pose, sultry, expression, indoors, erotic, atmosphere, taut, form-fitting, outfit, dark, environment, sensual, appearance, poised, dim, lighting, mysterious, inviting, shiny, texture, corset, straps, minimalist, background, bold, posture, luxurious, style, fashion",https://futraichat.s3.ap-south-1.amazonaws.com/e6dd9e724417400bb099dd7551823b95.jpg
"brown, bodysuit, lingerie, luxuriously, chair, sitting, relaxed, indoors, intimate, sensual, elegant, poised, shiny, luxurious, curvy, smooth, dark-hair, reclining, posing, seductive, alluring, slim-fit, glamorous, fashion, textiles, skin-tight, seamless, sultry, cross-legged, portrait, studio, composition, lighting, focused, close-up, leisure, casual, home, elegance, posture, body-contour, eye-catching, stylish, soft-light, form-fitting, smooth-shine, studio-setting, allure, gorgeous, toned, smooth-composition",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium21.jpg
"lace bralette, black lace, silk skirt, black satin skirt, dim lighting, pendant light, sitting, cross-legged, seductive pose, nightclub ambiance, exotic setting, evening wear, smooth skin, wavy hair, earrings, gold earrings, indoor location, elegant setting, glossy tiles, seductive posture, alluring look, exposed midriff, intimate setting, dimly lit room, dark aesthetic, slim figure, confident, chic, sophisticated, feminine, alluring, suggestive, luxurious, fashion, refined, intimate space, subtle elegance, mysterious, poised, confident posture, sophisticated style",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium27.jpg
"black lace bra, lace panties, lingerie, fur coat, luxurious, alluring, seductive, indoors, inside car, sitting, relaxed, laid-back, poised, jewelry, necklace, ring, elegance, stylish, sensual, provocative, leg exposure, confident, intimate, posing, sexy, comfortable, fashionable, fur texture, seat, interior, automobile, resting, city view, leather, luxury vehicle, leaned back, posture, poised, high-end, facial concealment, extravagant, bejeweled",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium12.jpg
"silver gown, low-cut, balcony, night, moon, surrounded by plants, elegant flowing outfit, high slit, wearing sandals, long dark hair, standing, gentle breeze, confident stance, highlighting legs, subtle shine, glamorous, delicate fabric, fashionable, tranquil ambiance, relaxed atmosphere, chic, outdoor setting, sophisticated, poised, peaceful, tasteful, refined style, luxurious, aesthetically pleasing, mysterious allure, shimmering surface, graceful posture, smooth texture, calm setting, moonlit backdrop, serene, alluring attire, subtle elegance, muted color, silken finish, nighttime setting, plant backdrop, artificial lighting, luscious greenery, relaxed mannerism",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium14.jpg
"black lingerie, lace embroidery, sitting posture, tan skin, open robe, brown robe, long hair, indoor setting, relaxed pose, arm position, beige curtain backdrop, beige armchair, soft focus, fabric texture, smooth skin tones, shoulder exposure, visual aesthetic, detail focus, ambient light, inviting atmosphere, luxury feel, fashion display, sensuality, intimate setting, body accentuation, personal style, skin contact, subtle highlights, artistic representation, warm color palette, contrasting elements, indoor scene, home environment, attention to detail, alluring vibe, model showcase, fashion statement, comfort, beauty, elegance, lifestyle depiction, visual appeal, photography style, design choice, mood creation, atmosphere, indoor portrait, detail analysis.",https://futraichat.s3.ap-south-1.amazonaws.com/5f266364bcc8486497d13768f801f46f.jpg
"lingerie, black, bra, lace, underwear, sitting, office chair, high heels, positioned, legs apart, seductive, appealing, relaxed, indoor, office setting, windows, carpet, sunlight, confident, feminine, posture, glossy, hair down, intimate, attire, composed, alluring, modeling, photo shoot, posed, stylish, fashionable, bold, elegant, striking, decorative, sophisticated, trendy, bare skin, exposed, professional, photo, artificial, AI generated, representation, provocative",https://futraichat.s3.ap-south-1.amazonaws.com/Copyof5d7ec4debe834ae59a9a0cee43e22a0e.jpeg
"lingerie, black, lace, bra, underwear, robe, brown, curling, hair, shadow, sitting, chair, light, white, wall, indoor, seductive, pose, crossed, legs, relaxed, sunlight, partial, nudity, smooth, skin, feminine, luxurious, graceful, intimate, intricate, patterns, elegant, minimal, environment, nouveau, artistic, sultry, alluring, dramatic, subtle, sensuous, environment, ambient, contemporary, modern, setting, vulnerable, posture",https://futraichat.s3.ap-south-1.amazonaws.com/3bb80e38fd0c47709b8763d5e71dfe6a.jpg
"silk, satin, cami top, shorts, lingerie, gold, bed, lying down, relaxed, seductive, intimate setting, earrings, jewelry, dim light, black hair, curls, luxurious, soft textures, elegant, alluring, shiny fabric, skin tone, hand position, posed, comfortable, smooth fabric, warm tone, lounging, bedroom, attire, glossy, sensual, casual, silky, inviting, peaceful, glamorous, chic, timeless, gentle, cozy, appealing, attractive, glowing, striking, fashionable, mysterious, bedroom attire, classic, captivating, luxurious bed",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium13.jpg
"mesh dress, sheer, beige, plunging neckline, elegant, hotel hallway, lavish decor, walking, bare feet, confident, poised, neutral expression, interior design, opulent, chandelier, marble floor, luxurious, architecture, columns, regal, flowy, fit, gold elements, sophisticated, stylish, modern, form-fitting, symmetry, pattern, detailed, intricate, shining, polished, reflective surfaces, warm lighting, tasteful, balanced, understated, composed, journey",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium30.jpeg
"black hair, long curls, beige blouse, unbuttoned, revealing, cleavage, tight skirt, grey skirt, thigh-high stockings, seductive pose, seated, library, bookshelf, books, dimly lit, sensual atmosphere, dark backdrop, provocative, alluring, sitting pose, hand on desk, legs crossed, fashion, appearance, style, outfit, indoor location, nighttime setting, elegant posture, glamorous image, sophisticated, contemporary look, confident, tasteful, feminine allure, soft lighting, shadows, intimate, captivating, expressive, bold clothing, confident persona, self-assured, book room, chic, classy, seductive outfit, alluring environment",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium4.jpg
"white, bikini, wet, shower, bathroom, standing, leaning, glass door, water droplets, skin, wet look, shiny, reflective, tiles, wristband, gold accessory, shower head, posing, confident, sensual, relaxed, taut muscles, shadow, lighting, clean, personal hygiene, bathing, indoor, private, model, thin straps, revealing, minimal, smooth surface, open door, right hand, left hand, bent finger, vertical tiles, blurred face, hair wet, long hair, neck, collarbone, cleavage, toned, skin color, feminine, modern decor",https://futraichat.s3.ap-south-1.amazonaws.com/26a6ea0fc80c459e9e222bfc186abdcd.jpg
"black, bustier, top, indoors, sensual, pose, seated, chair, relaxed, long hair, wavy hair, dark background, right arm, left arm, leaning chair, bold, confident, feminine, leather, attire, tight, fit, shiny, sunlight, window, shadows, revealing, enticing, posture, lighting, skin, composition, mood, atmosphere, studio, artistic, photo shoot, stylish, glamorous, softness, texture, fabric, minimalistic, contouring, radiant, beauty, elegance, form-fitting, photogenic, intense",https://futraichat.s3.ap-south-1.amazonaws.com/cb46c270f86c4659accd24b843b5e249.jpg
"black, leather, straps, harness, lingerie, bedroom, seductive, alluring, intimate, revealing, nightwear, indoors, posing, fashion, daring, confident, bold, minimalist, intricate, design, high-fashion, high-end, luxurious, sleek, dark, mysterious, feminine, glamorous, provocative, risque, detailed, accessory, aesthetic, svelte, silhouette, sophisticated, captivating, sultry, bedroom, private, alluring, bold, poised, evening, lighting, ambient, model, striking",https://futraichat.s3.ap-south-1.amazonaws.com/a157c995b12749f68880cb906114e9a0.jpg
"black, bra, pinstripe, blazer, office, business, environment, leaning, desk, documents, focused, posture, standing, holding, jacket, black hair, curled, necklace, ring, belt, black pencil skirt, striped, professional, gesture, office interior, formal, elegant, confident, modern, stylish, poised, contemporary, open blazer, revealing, minimal, work, setting, well-groomed, workspace, expression, engagement, stylish attire, sleeveless, bold, tight-fitted, attractive, polished, office employee, work attire, fashionable",https://futraichat.s3.ap-south-1.amazonaws.com/Copyof21ac651a198e45ac9211c73c6a18ddfa.jpeg
"black lingerie, lace bra, lace panties, bedroom, bed background, mirror selfie, smartphone, holding phone, indoor setting, cozy ambiance, relaxed posture, brown hair, wavy hairstyle, toned body, confident stance, subtle lighting, home setting, contemporary decor, casual vibe, arm visible, calm expression, simple room, neutral wall, dark hair, black textiles, floral pattern, pillows, bed sheets, floral bedspread, casual selfie, aesthetic, feminine, modern bedroom, subtle elegance, intimate clothing, soft lighting, comfortable atmosphere, tranquil vibe, contemporary art, simple elegance, relaxed mood, home interior",https://futraichat.s3.ap-south-1.amazonaws.com/Mallika_1.jpg
"white top, blue skirt, classroom, leaning forward, desk, teaching environment, blackboard, school setting, studying, focused, learning, educational, student-teacher, writing, books, long hair, curly hair, indoor, classroom furniture, professional, intellectual, engaged, academic, lecture, attentive, observing, studying materials, reading, classroom setting, discussion, thinking, educational setting, academic attire, indoor scene, scholarly, student life, university, high school, college, instructor, chalkboard, shirt, skirt, flat shoes, casual, talking",https://futraichat.s3.ap-south-1.amazonaws.com/16aed5f3b5704c3aaa801d5a4e487288.jpg
"white lingerie, lace outfit, balcony, high-rise building, windows, standing, leaning forward, looking outside, city view, long black hair, curvy silhouette, modern architecture, urban setting, natural light, indoors, panoramic glass window, elegant posture, scenic view, intimate wear, delicate fabric, beautiful surroundings, soft lighting, contemplative pose, hands on glass, relaxed stance, luxurious ambiance, apartment interior, private space, open view, reflective surface, downtown cityscape, high altitude, detailed embroidery, feminine attire, fashionable ensemble, sophisticated setting, alluring presentation, picturesque panorama, stylish living area, sensual display, intimate garment, skyscraper scene, fashionable choice, appealing environment.",https://futraichat.s3.ap-south-1.amazonaws.com/cd08fb2142b5465c85d1c60c3dd77ea6.jpg
"pinstripe blazer, black blazer, mini skirt, office setting, leaning on desk, black bra, seductive pose, long curled hair, professional attire, exposed cleavage, business casual, standing pose, office room, dark curtains, table, lamp, documents, seductive expression, business meeting, body language confident, interior walls, polished table surface, work environment, relaxed posture, feminine pose, shiny black folder, pen, attention drawing stance",https://futraichat.s3.ap-south-1.amazonaws.com/Copyof7a933f33e240436b9c7c13e335762d91.jpeg
"lingerie, black, sheer, bedroom, sitting, seductive, alluring, elegant, lace, revealing, intimate, sensual, dark, lighting, artificial, intense, sultry, provocative, posture, curves, delicate, soft, smooth, luxurious, shadow, outline, graceful, feminine, gloves, matching, attire, bedroom decor, pillows, bedding, dim, ambiance, red, hues, curtains, backdrop, intimate setting, suggestive, relaxed, subtly, inviting, quietly, high heels, poised",https://futraichat.s3.ap-south-1.amazonaws.com/ae7e67cc8e564d29bc51f5ba1e7d5003.jpg
"red lingerie, bikini, bedroom, bed, chair, seated, dim lighting, long hair, dark hair, indoor, intimate, relaxed pose, seductive, sensual, exposed skin, comfortable, private setting, luxurious, elegant, ambient light, posing, knee bent, white curtain, modern, fashion, glamorous, sultry, appealing, inviting, smooth skin, no expression, alluring, poised, peaceful, soft light, plush chair, warm tones, bust, thighs, relaxed shoulders, conscious gaze, captivating, close-up, decorative, enticing, curvaceous, attractive, model, photo-shoot",https://futraichat.s3.ap-south-1.amazonaws.com/725ac2c96c8c495eb43bba6ff40e6948.jpg
"red lingerie, lace bodysuit, thigh-high stockings, sheer material, elegant design, long hair, wavy hairstyle, holding glass, drinking beverage, high-rise view, large window, curtains, cityscape, apartment, pose, suggestive, sensual, curves accentuated, confidence, luxurious setting, relaxed, enjoyment, evening, cocktail, fashion statement, alluring appearance, intimate wear, feminine, sophisticated, seductive look, urban living, dim lighting, stylish, modern ambiance, atmosphere, privacy, flirtatious, sleek, glamorous, captivating, ambience, classy, appealing, tranquility, nighttime, brilliant, polished, elegance",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium26.jpg
"black corset, lingerie, fishnet stockings, gloves, dimly lit room, dark surroundings, seductive pose, standing, leaning against wall, possibly night club, alluring attire, provocative outfit, model, female, long black hair, high contrast lighting, sultry, mysterious, revealing, black thong, dark ambiance, elegant, high heels, fashion, style, chic, bold, daring, glamorous, striking, confident body language, nightlife, intimate setting, night scene, fashion statement, dramatic, curves, silhouette, performance art, costume, suggestive, intricate design",https://futraichat.s3.ap-south-1.amazonaws.com/c24096e2aa904d3e9a56c76ec31f885e.jpg
"leather, black, crop top, shorts, high boots, motorcycle, urban, nightlife, city, neon signs, night, standing, body lean, relaxed, casual, posed, confident, dark hair, street, parked, vibrant, colorful lights, illuminated background, attractive, trendy, shiny material, edgy, glamorous, modern, chic, fashionable, bold, carefree, street style, cool, nightlife setting, clubbing vibe, sophisticated, poised, enticing, alluring, eye-catching, appealing, stylish, bold fashion choice, urban nights, electric ambiance, captivating, expressive.",https://futraichat.s3.ap-south-1.amazonaws.com/842d8603f1ef4530adeab7db8d07c677.jpg
"She, wearing, lingerie, sheer, black, floral, patterns, lace, bodysuit, sexy, seductive, attire, revealing, curves, nighttime, indoors, dark, background, jacket, leather, casually, held, open, confident, pose, stockings, thigh-high, garters, sultry, mood, fingernail, polish, sensual, feminine, stylish, intimate, fashion, edgy, provocative, alluring, evening, glossy, texture, body, art, embrace, comfortable, elegant",https://futraichat.s3.ap-south-1.amazonaws.com/c8d3e7ea0feb4890b0be6bcca96d8944.jpg
"traditional outfit, lehenga, pink skirt, green floral embroidery, pearl necklace, gold jewelry, Indian attire, indoors, home, standing, posing, hands crossed, calm expression, luxurious fabric, festive clothing, decorative patterns, elegant, intricate design, cultural dress, South Asian clothing, bridal attire, formal wear, celebration, event, intricate details, craftsmanship, shimmering, colorful, rich fabric, diamantes, tradition, glamour, opulence, sophistication, cultural heritage, beauty, decorative, intricate, ornamental, ethnic wear, vibrant, bangle bracelets, long hair, luxurious hairstyle",https://futraichat.s3.ap-south-1.amazonaws.com/3d518fe3f23f48fab2e0bfc6ab390147.jpg
"lingerie, lace, nude color, bra, panties, sitting, bed, bedroom, intimate setting, relaxed posture, long black hair, luxurious, soft fabrics, elegant, sensual attire, floral pattern, warm lighting, pillow background, casual pose, private space, decorative lace, alluring, delicate material, stylish, feminine, intricate design, peaceful, seductive ambiance, delicate features, soft curves, understated elegance, comfort, relaxation, intimate atmosphere, personal, inviting, tasteful, chic, modern flair, graceful, serene, poised, confident, natural, sophisticated, layering, fashionable",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_PV_9.MP4
"red, lingerie, corset, lace, bed, pillows, indoor, room, posing, laying, relaxed, comfortable, leisure, intimate, hair down, black hair, sunlight, shadows, seductive, alluring, elegance, detail, luxurious, fabric, satin, cozy, intimate setting, lounging, softness, peaceful, enticing, sensual, red satin, intricate, design, feminine, delicate, bedroom, warm, lighting, private, moment, resting, soft, bedding, graceful, posture, relaxed ambiance, beauty, allure",https://futraichat.s3.ap-south-1.amazonaws.com/a552b5cc45fa4c389192f8f0f2945cd8.jpg
"yellow lingerie, bra, panty, lace, white cover-up, mesh, robe, city view, night, standing, window, elegant, seductive, confident, relaxed, long hair, curls, bracelet, urban, building lights, skyline, evening, stylish, intimate, allure, luxurious, skyscraper, model, sensuality, sophisticated, pose, hand on neck, minimal makeup, fashionable, contemporary, ambiance, high-end location, skyline, view, body language, standing, night sky, urban landscape, city life, modern, fashion, chic, gorgeous, nighttime",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_PL_3.jpg
"purple lace lingerie, sheer bodysuit, lying down, satin sheets, arm raised, relaxed pose, sensual, seductive, intimate setting, bedroom, nighttime, ribbons in hair, elegant, floral patterns, intricate design, alluring, erotic, soft lighting, skin exposure, confident, indoor, provocative, nighttime setting, attractiveness, feminine, luxurious, opulent, sophistication, glamorous, stylish, intimate atmosphere, calm, confident, comfortable, sensual ambiance, poised, graceful, enticing, appealing, alluring eyes, chic, radiant, exquisite",https://futraichat.s3.ap-south-1.amazonaws.com/8f05f2aae7194fff8c8664cb74ead5ab.jpg
"purple, lace, lingerie, sheer, bodysuit, floral, satin, sheets, lying, bed, sensual, intimate, relaxed, alluring, seductive, elegant, soft, satin, texture, hair, ribbon, purple ribbon, long hair, dark, curls, posed, arm raised, casual, graceful, tranquil, peaceful, model, photographed, fashion, beauty, delicate, alluring, luxurious, artistic, bedroom, intimate setting",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium8.jpg
"orange bikini, swimwear, indoors, bedroom, ornate headboard, dim lighting, poised, seated, blurred identity, long hair, black hair, elegant setting, relaxed, comfortable, soft lighting, decorative pillows, luxurious environment, close-up, in focus, warm tones, hinted expression, proportionate body, polished skin, modern design, cozy atmosphere, suggestive, intimate setting, poised expression, tranquil ambiance, fashionable, seductive posture, capturing attention, vibrant contrast, subtle decor, alluring, low light, relaxed mood, ornamental, flattering fit, calm mood, aesthetic balance, intimate feel, inviting atmosphere, delicate detail",https://futraichat.s3.ap-south-1.amazonaws.com/Untitleddesign.png
"blue, velvet, bodysuit, sitting, couch, indoor, elegant, dark, hair, long, soft, shiny, relaxed, poised, confident, tempting, sultry, luxurious, interior, seductive, posing, serene, smooth, skin, arched, back, comfortable, legs, crossed, hand, rested, alluring, tranquility, ambiance, atmospheric, stylish, statement, jewelry, earring, sophisticated, refined, upscale, tasteful, plush, visible, shadows, aesthetic, neckline, deep-cut, curves",https://futraichat.s3.ap-south-1.amazonaws.com/e21987acfe184cd5910598ad85b9e3ff.jpg
"black bra, pinstripe blazer, pinstripe skirt, office setting, sitting on desk, papers scattered, laptop on desk, high heels, black heels, leaning forward, legs crossed, seductive pose, slightly bent forward, relaxed posture, confident posture, focus on legs, professional attire, office furniture, modern office, elegant look, bold appearance, professional setting, business environment, contemporary office, workplace, fashionable, stylish, chic, form-fitting, sophisticated, alluring, expressive, poised, stylish outfit, polished appearance, sleek appearance, seated position, working environment, indoor setting",https://futraichat.s3.ap-south-1.amazonaws.com/Copyof256ef3249a614348909af2ff5403586d.jpeg
"purple, bodysuit, bathtub, marble, luxurious, setting, gold, fixtures, glamorous, relaxed, formal, environment, seated, indoors, shiny, floor, opulent, mirror, reflection, poised, elegant, posture, polished, spacious, surroundings, confident, serene, mood, composed, soft, warm, lighting, carved, intricate, patterns, casual, comfortable, draping, hair, long, flowing, gentle, curves, smooth, soft, textures, glossy",https://futraichat.s3.ap-south-1.amazonaws.com/a370f54c73ae47ab8c18d085dae75ccf.jpg
"black leather jacket, high-waisted shorts, dark hair, riding motorcycle, indoors, industrial building, confident posture, hands on handlebars, open jacket, exposed midriff, dim lighting, nighttime, focused, standstill, urban setting, casual wear, full-length sleeves, minimal accessories, shiny fabric, brown tiles, tight outfit, centered, powerful, mysterious, empty warehouse, poised for action, gripping, adventurous, cool tones, metallic details, slight lean, neutral expression, indoor location, widely spaced columns, contrasting textures, motionless, strong stance, striking style, standing still, confident gaze, open space, daring, enigmatic environment, stylish black attire",https://futraichat.s3.ap-south-1.amazonaws.com/mallika_premium5.jpg
